theta,dist
230.98, 04803.00
231.70, 04684.00
232.42, 04571.00
233.16, 04501.00
233.88, 04364.00
234.59, 04272.00
235.33, 04166.00
236.05, 04103.00
236.77, 03983.00
237.61, 03887.00
238.36, 03818.00
239.06, 03710.00
239.78, 03662.00
240.52, 03614.00
241.23, 03553.00
241.95, 03486.00
242.67, 03427.00
243.41, 03364.00
244.12, 03214.00
244.84, 03269.00
245.58, 03157.00
246.30, 03149.00
247.03, 03018.00
247.75, 03013.00
248.48, 03040.00
249.20, 02973.00
249.94, 02945.00
250.66, 02899.00
251.52, 02873.00
252.23, 02845.00
252.97, 02801.00
253.69, 02781.00
254.42, 02743.00
255.14, 02707.00
255.88, 02674.00
256.59, 02648.00
257.34, 02623.00
258.05, 02611.00
258.78, 02574.00
259.50, 02543.00
260.23, 02521.00
260.95, 02524.00
261.69, 02550.00
262.41, 02604.00
263.14, 02657.00
263.86, 02711.00
264.59, 02753.00
265.19, 02793.00
265.92, 02882.00
266.64, 02943.00
267.38, 03019.00
268.09, 03085.00
268.83, 03165.00
269.56, 03236.00
270.30, 03310.00
271.05, 03400.00
271.78, 03505.00
272.53, 03191.00
273.27, 03703.00
275.95, 00000.00
276.67, 00000.00
277.39, 00000.00
278.11, 00000.00
278.83, 00000.00
279.55, 00000.00
280.28, 00000.00
281.00, 00000.00
281.72, 00000.00
282.44, 00000.00
283.16, 00000.00
283.88, 00000.00
284.59, 00000.00
285.31, 00000.00
286.03, 00000.00
286.75, 00000.00
287.47, 00000.00
288.19, 00000.00
288.91, 00000.00
289.64, 00000.00
290.36, 00000.00
291.08, 00000.00
291.80, 00000.00
292.52, 00000.00
293.23, 00000.00
293.95, 00000.00
294.67, 00000.00
295.39, 00000.00
296.11, 00000.00
296.83, 00000.00
297.55, 00000.00
298.28, 00000.00
299.00, 00000.00
299.72, 00000.00
300.44, 00000.00
301.16, 00000.00
301.88, 00000.00
302.59, 00000.00
303.31, 00000.00
303.84, 07286.00
304.03, 00000.00
304.56, 07137.00
304.75, 00000.00
305.30, 07113.00
306.02, 06967.00
306.73, 06921.00
307.45, 06917.00
308.19, 06822.00
308.91, 06722.00
309.62, 06752.00
310.36, 06709.00
311.08, 06880.00
311.92, 05729.00
312.64, 05498.00
313.38, 05317.00
314.09, 05015.00
314.81, 04878.00
315.55, 04758.00
316.28, 04625.00
317.02, 04453.00
317.77, 04279.00
318.62, 03897.00
319.38, 03817.00
320.11, 03618.00
320.86, 03573.00
321.59, 03497.00
322.33, 03422.00
323.08, 03354.00
323.81, 03275.00
324.56, 03230.00
325.30, 03208.00
326.05, 03222.00
326.78, 03222.00
327.53, 03261.00
328.27, 03276.00
329.00, 03486.00
329.62, 04003.00
330.36, 04069.00
331.11, 04119.00
331.84, 04142.00
332.59, 04161.00
333.33, 04191.00
334.06, 04218.00
334.81, 04284.00
335.55, 04319.00
336.30, 04404.00
337.28, 02469.00
338.03, 02433.00
338.77, 02419.00
339.64, 02375.00
340.36, 02343.00
340.97, 02317.00
341.72, 02294.00
342.56, 02257.00
343.30, 02232.00
344.02, 02213.00
344.75, 02196.00
345.48, 02139.00
346.22, 02118.00
346.95, 02097.00
347.67, 02075.00
348.41, 02063.00
349.14, 02038.00
349.88, 02006.00
350.61, 01993.00
351.34, 01968.00
352.28, 01946.00
352.98, 01940.00
353.81, 01903.00
354.39, 01934.00
355.22, 01803.00
355.80, 01875.00
356.62, 01876.00
357.20, 01867.00
358.03, 01837.00
358.73, 01822.00
359.44, 01805.00
0.23, 01844.00
0.97, 01805.00
1.70, 01763.00
2.44, 01764.00
3.17, 01745.00
3.91, 01733.00
4.64, 01725.00
5.38, 01722.00
6.11, 01714.00
6.84, 01698.00
7.58, 01696.00
8.33, 01691.00
9.06, 01692.00
9.92, 01674.00
10.66, 01663.00
11.27, 01658.00
12.12, 01669.00
12.88, 01654.00
13.48, 01651.00
14.34, 01646.00
15.08, 01646.00
15.69, 01634.00
16.42, 01636.00
17.16, 01626.00
17.91, 01624.00
18.64, 01625.00
19.38, 01624.00
20.23, 01617.00
20.97, 01617.00
21.70, 01618.00
22.45, 01614.00
23.20, 01616.00
23.92, 01599.00
24.66, 01604.00
25.39, 01606.00
26.12, 01592.00
26.88, 01607.00
27.61, 01608.00
28.36, 01614.00
29.11, 01614.00
29.86, 01613.00
30.61, 01615.00
31.36, 01619.00
31.98, 01626.00
32.73, 01623.00
33.47, 01623.00
34.22, 01628.00
34.97, 01635.00
35.86, 01648.00
36.59, 01647.00
37.34, 01643.00
38.09, 01644.00
38.84, 01647.00
39.45, 01653.00
40.20, 01666.00
40.95, 01668.00
41.83, 01669.00
42.45, 01675.00
43.33, 01682.00
43.95, 01716.00
44.70, 01724.00
45.44, 01730.00
46.19, 01741.00
46.94, 01754.00
47.69, 01758.00
48.44, 01769.00
49.19, 01777.00
50.67, 00000.00
50.69, 01783.00
51.41, 01795.00
52.14, 01804.00
52.88, 01815.00
53.61, 01826.00
54.34, 01840.00
55.08, 01846.00
55.81, 01870.00
56.55, 01884.00
57.16, 01897.00
58.02, 01912.00
58.75, 01932.00
59.36, 01946.00
60.09, 01968.00
60.83, 01983.00
61.56, 01999.00
62.30, 02023.00
63.02, 02042.00
64.48, 02105.00
64.95, 00000.00
65.22, 02130.00
65.95, 02158.00
66.69, 02179.00
67.42, 02207.00
68.16, 02229.00
68.91, 02262.00
69.62, 02290.00
70.23, 02316.00
70.97, 02345.00
71.83, 02387.00
72.44, 02406.00
73.17, 02451.00
73.91, 02480.00
74.66, 02510.00
75.41, 02551.00
76.17, 02594.00
76.92, 02623.00
77.69, 02666.00
78.44, 02716.00
79.20, 02763.00
79.95, 02828.00
80.59, 02863.00
81.34, 02935.00
82.11, 02985.00
82.86, 03027.00
83.62, 03102.00
84.38, 03172.00
85.14, 03181.00
85.89, 03247.00
86.64, 03310.00
87.41, 03380.00
88.16, 03456.00
88.92, 03546.00
89.67, 03695.00
90.44, 03816.00
91.06, 03919.00
91.83, 04063.00
92.58, 04170.00
93.34, 04330.00
94.09, 04465.00
94.86, 04619.00
95.62, 04749.00
96.38, 04958.00
97.12, 05113.00
97.89, 05336.00
98.62, 05507.00
99.36, 05735.00
99.98, 06091.00
100.72, 06360.00
101.45, 06654.00
102.20, 07137.00
102.94, 07451.00
103.69, 07928.00
106.30, 00000.00
107.05, 00000.00
107.80, 00000.00
108.55, 00000.00
108.86, 08688.00
109.30, 00000.00
109.61, 08688.00
110.05, 00000.00
112.31, 00000.00
113.06, 00000.00
113.81, 00000.00
114.05, 08624.00
114.56, 00000.00
114.78, 08512.00
115.31, 00000.00
115.53, 08560.00
118.31, 00000.00
119.06, 00000.00
119.83, 00000.00
119.97, 08688.00
120.58, 00000.00
120.70, 08602.00
121.33, 00000.00
123.58, 00000.00
124.33, 00000.00
125.08, 00000.00
125.83, 00000.00
125.94, 07982.00
126.58, 00000.00
126.69, 07321.00
127.34, 00000.00
127.44, 06867.00
128.17, 06506.00
129.80, 05679.00
130.55, 05469.00
131.09, 00000.00
132.80, 04758.00
133.34, 00000.00
133.55, 04555.00
134.09, 00000.00
134.30, 05090.00
135.03, 04170.00
135.78, 04013.00
136.66, 03904.00
137.41, 03763.00
138.16, 03655.00
138.91, 03554.00
139.66, 03384.00
140.39, 03288.00
141.14, 03217.00
141.89, 03118.00
142.64, 03048.00
143.39, 03009.00
144.14, 02973.00
145.02, 02871.00
145.77, 02817.00
146.52, 02753.00
147.28, 02691.00
148.03, 02653.00
148.80, 02587.00
149.67, 02232.00
150.31, 02441.00
151.06, 02417.00
151.83, 02369.00
152.70, 02324.00
153.47, 02274.00
154.22, 02242.00
154.98, 02204.00
156.50, 02154.00
157.25, 02145.00
157.41, 00000.00
158.02, 02095.00
158.78, 02075.00
159.53, 02046.00
160.31, 02014.00
161.05, 01990.00
161.81, 01970.00
162.56, 01950.00
163.45, 01914.00
164.20, 01896.00
164.97, 01881.00
165.72, 01857.00
166.48, 01834.00
167.23, 01817.00
168.00, 01804.00
168.75, 01790.00
169.52, 01767.00
170.28, 01744.00
171.02, 01729.00
171.77, 01718.00
172.62, 01697.00
173.25, 01688.00
173.98, 01680.00
174.86, 01657.00
175.47, 01650.00
176.22, 01635.00
177.09, 01620.00
177.83, 01604.00
178.59, 01592.00
179.31, 01589.00
180.06, 01577.00
180.80, 01567.00
181.55, 01562.00
182.30, 01551.00
183.03, 01535.00
183.78, 01528.00
184.52, 01520.00
185.27, 01518.00
186.00, 01502.00
186.75, 01501.00
187.48, 01552.00
188.23, 01619.00
188.86, 01692.00
189.59, 01778.00
190.34, 01865.00
190.95, 01952.00
191.70, 02048.00
192.44, 02178.00
193.06, 02292.00
193.81, 02419.00
194.56, 02585.00
195.33, 02755.00
195.97, 02963.00
196.73, 03216.00
197.48, 03491.00
198.25, 03863.00
198.89, 04281.00
199.66, 04829.00
200.41, 05430.00
201.05, 06235.00
204.00, 00000.00
204.75, 00000.00
205.50, 00000.00
206.25, 00000.00
207.00, 00000.00
207.75, 00000.00
208.50, 00000.00
209.25, 00000.00
210.02, 00000.00
210.77, 00000.00
211.52, 00000.00
212.27, 00000.00
213.02, 00000.00
213.77, 00000.00
214.52, 00000.00
215.27, 00000.00
216.02, 00000.00
216.77, 00000.00
217.53, 00000.00
217.81, 09101.00
218.28, 00000.00
219.03, 00000.00
219.31, 08168.00
220.53, 00000.00
222.03, 00000.00
222.78, 00000.00
223.53, 00000.00
224.28, 00000.00
224.61, 05936.00
225.05, 00000.00
225.48, 05713.00
225.80, 00000.00
226.25, 05507.00
227.00, 05350.00
227.75, 05178.00
228.52, 05029.00
229.27, 04831.00
230.03, 04722.00
230.78, 04569.00
231.53, 04457.00
232.30, 04346.00
233.05, 04214.00
233.80, 04136.00
234.56, 03997.00
235.31, 03891.00
236.20, 03816.00
236.95, 03717.00
237.70, 03643.00
238.47, 03596.00
239.22, 03503.00
239.97, 03434.00
240.73, 03366.00
241.48, 03320.00
242.25, 03111.00
243.00, 03206.00
243.77, 03080.00
244.52, 03072.00
245.41, 02975.00
246.03, 02952.00
246.92, 02950.00
247.55, 02901.00
248.31, 02854.00
249.06, 02832.00
249.95, 02785.00
250.70, 02762.00
251.47, 02711.00
252.22, 02657.00
252.98, 02646.00
253.73, 02607.00
254.50, 02584.00
255.25, 02548.00
256.02, 02534.00
256.77, 02491.00
257.53, 02471.00
258.28, 02443.00
259.05, 02417.00
259.80, 02450.00
260.56, 02487.00
261.31, 02540.00
262.08, 02587.00
262.83, 02632.00
263.59, 02672.00
264.34, 02743.00
265.11, 02823.00
265.73, 02883.00
266.50, 02946.00
267.27, 03004.00
268.03, 03047.00
268.81, 03154.00
269.58, 03237.00
270.34, 03328.00
271.12, 03411.00
271.89, 03496.00
272.67, 03634.00
274.64, 00000.00
275.39, 00000.00
276.14, 00000.00
276.89, 00000.00
277.66, 00000.00
277.94, 04728.00
278.41, 00000.00
279.91, 00000.00
280.50, 02332.00
280.66, 00000.00
281.80, 05847.00
282.16, 00000.00
283.66, 00000.00
284.41, 00000.00
285.17, 00000.00
285.92, 00000.00
286.30, 08265.00
286.67, 00000.00
287.08, 09286.00
288.92, 00000.00
289.67, 00000.00
290.42, 00000.00
291.17, 00000.00
291.92, 00000.00
292.69, 00000.00
293.44, 00000.00
294.19, 00000.00
294.94, 00000.00
295.69, 00000.00
296.44, 00000.00
297.19, 00000.00
297.94, 00000.00
298.69, 00000.00
299.44, 00000.00
300.20, 00000.00
300.95, 00000.00
301.70, 00000.00
302.45, 00000.00
303.20, 00000.00
303.75, 07196.00
303.95, 00000.00
304.52, 07103.00
306.20, 00000.00
306.95, 00000.00
307.72, 00000.00
308.47, 00000.00
309.03, 06735.00
309.22, 00000.00
309.80, 06646.00
310.55, 06667.00
311.30, 06800.00
312.19, 05628.00
312.94, 05399.00
313.69, 05155.00
314.44, 05010.00
315.20, 04779.00
315.97, 04663.00
316.73, 04579.00
317.52, 04302.00
318.98, 00000.00
319.05, 03795.00
319.95, 03707.00
320.72, 03617.00
321.48, 03501.00
322.27, 03420.00
323.03, 03379.00
323.80, 03271.00
324.58, 03218.00
325.34, 03134.00
326.11, 03095.00
326.89, 03135.00
327.66, 03119.00
328.42, 03150.00
329.20, 03160.00
329.97, 03200.00
330.61, 03907.00
331.52, 03964.00
332.16, 03983.00
332.92, 04020.00
333.70, 04038.00
334.47, 04150.00
335.23, 04180.00
336.02, 04233.00
336.80, 04241.00
337.55, 04358.00
338.33, 04380.00
339.34, 02373.00
340.12, 02339.00
340.88, 02312.00
341.77, 02289.00
342.42, 02270.00
343.30, 02235.00
344.05, 02212.00
344.81, 02177.00
345.58, 02163.00
346.34, 02131.00
347.09, 02089.00
347.86, 02064.00
348.62, 02054.00
349.39, 02022.00
350.16, 02009.00
350.91, 02000.00
351.67, 01960.00
352.06, 01968.00
352.80, 01945.00
353.67, 01917.00
354.39, 01910.00
355.12, 01885.00
355.72, 01874.00
356.58, 01865.00
357.31, 01846.00
358.05, 01840.00
358.78, 01756.00
359.50, 01809.00
0.17, 01785.00
0.94, 01789.00
1.70, 01789.00
2.45, 01711.00
3.22, 01761.00
3.98, 01763.00
4.75, 01752.00
5.50, 01710.00
6.27, 01726.00
7.03, 01705.00
7.80, 01692.00
8.56, 01692.00
9.33, 01677.00
10.09, 01680.00
10.86, 01667.00
11.75, 01664.00
12.39, 01658.00
13.28, 01655.00
13.92, 01649.00
14.81, 01645.00
15.58, 01643.00
16.22, 01638.00
16.98, 01632.00
17.75, 01625.00
18.52, 01627.00
19.28, 01624.00
20.17, 01621.00
20.94, 01621.00
22.17, 00000.00
22.47, 01614.00
23.23, 01614.00
24.50, 00000.00
25.28, 00000.00
25.66, 01392.00
26.30, 01463.00
27.62, 00000.00
28.41, 00000.00
28.59, 01607.00
29.36, 01613.00
30.12, 01615.00
30.91, 01617.00
31.69, 01618.00
32.45, 01621.00
33.11, 01624.00
33.89, 01628.00
34.66, 01633.00
35.44, 01637.00
36.34, 01646.00
37.11, 01643.00
37.89, 01655.00
38.67, 01654.00
39.44, 01664.00
40.09, 01660.00
40.88, 01672.00
41.66, 01671.00
42.42, 01677.00
43.33, 01687.00
44.11, 01694.00
44.75, 01700.00
45.53, 01707.00
46.31, 01713.00
47.08, 01693.00
47.86, 01758.00
48.64, 01775.00
49.41, 01792.00
50.19, 01801.00
50.97, 01811.00
51.73, 01822.00
52.52, 01837.00
53.30, 01845.00
54.08, 01837.00
54.84, 01845.00
55.59, 01861.00
56.36, 01879.00
57.00, 01892.00
57.75, 01908.00
58.64, 01925.00
59.28, 01947.00
60.05, 01960.00
60.80, 01992.00
61.56, 02005.00
62.33, 02015.00
63.09, 02043.00
63.84, 02072.00
64.61, 02095.00
65.39, 02117.00
66.89, 02200.00
67.36, 00000.00
67.66, 02217.00
68.42, 02241.00
69.19, 02271.00
69.81, 02299.00
70.70, 02341.00
71.34, 02357.00
72.11, 02402.00
72.86, 02426.00
73.62, 02475.00
74.39, 02521.00
75.16, 02553.00
75.91, 02587.00
76.67, 02626.00
77.44, 02670.00
78.20, 02733.00
78.98, 02763.00
79.64, 02831.00
80.42, 02860.00
81.34, 02938.00
82.00, 02996.00
82.78, 03050.00
83.58, 03113.00
84.38, 03203.00
85.14, 03256.00
85.94, 03285.00
86.72, 03355.00
87.50, 03439.00
88.30, 03533.00
89.08, 03610.00
89.73, 04085.00
90.53, 03901.00
91.31, 04009.00
92.11, 04180.00
92.88, 04288.00
93.67, 04457.00
94.45, 04611.00
95.23, 04741.00
96.03, 04896.00
96.81, 05113.00
97.59, 05325.00
98.39, 05565.00
99.17, 05741.00
99.84, 06144.00
100.62, 06446.00
101.41, 06805.00
102.19, 07191.00
102.98, 07552.00
103.75, 08043.00
106.33, 00000.00
107.09, 00000.00
107.88, 00000.00
108.36, 08512.00
108.66, 00000.00
109.12, 08804.00
109.44, 00000.00
111.78, 00000.00
112.56, 00000.00
113.33, 00000.00
113.73, 08753.00
114.11, 00000.00
114.50, 08688.00
114.89, 00000.00
115.27, 08811.00
118.02, 00000.00
118.78, 00000.00
119.56, 00000.00
119.88, 08753.00
120.34, 00000.00
120.64, 08617.00
121.12, 00000.00
123.47, 00000.00
124.25, 00000.00
124.48, 08631.00
125.02, 00000.00
125.80, 00000.00
126.78, 07176.00
127.36, 00000.00
127.56, 06375.00
128.14, 00000.00
128.33, 07128.00
129.23, 05913.00
130.00, 05592.00
132.33, 04825.00
132.81, 00000.00
133.11, 04619.00
133.59, 00000.00
133.89, 04387.00
134.66, 04211.00
136.34, 03914.00
137.11, 03791.00
137.48, 00000.00
137.89, 03674.00
138.55, 04758.00
139.44, 03391.00
140.22, 03327.00
141.00, 03226.00
141.77, 03112.00
142.55, 03068.00
143.33, 03030.00
144.09, 02941.00
145.00, 02869.00
145.78, 02815.00
146.55, 02745.00
147.33, 02682.00
148.11, 02786.00
148.88, 02518.00
149.66, 02471.00
150.44, 02427.00
151.33, 02375.00
152.11, 02336.00
152.89, 02290.00
153.55, 02250.00
154.45, 02253.00
155.25, 02218.00
156.03, 02177.00
156.81, 02153.00
157.61, 02112.00
158.39, 02083.00
159.17, 02050.00
159.97, 02021.00
160.75, 02000.00
161.53, 01978.00
162.45, 01945.00
163.12, 01913.00
164.02, 01897.00
164.81, 01886.00
165.59, 01857.00
166.38, 01836.00
167.17, 01821.00
167.95, 01792.00
168.75, 01775.00
169.53, 01763.00
170.31, 01739.00
171.09, 01723.00
171.89, 01702.00
172.67, 01696.00
173.45, 01685.00
174.38, 01664.00
175.16, 01655.00
175.81, 01640.00
176.61, 01624.00
177.52, 01613.00
178.31, 01599.00
179.08, 01589.00
179.86, 01578.00
180.62, 01564.00
181.41, 01558.00
182.19, 01545.00
182.95, 01537.00
183.73, 01594.00
184.52, 01654.00
185.16, 01724.00
185.94, 01791.00
186.70, 01859.00
187.36, 01942.00
188.14, 02013.00
188.91, 02108.00
189.69, 02199.00
190.34, 02308.00
191.11, 02425.00
191.89, 02547.00
192.66, 02698.00
193.31, 02854.00
194.09, 03034.00
194.86, 03246.00
195.64, 03469.00
196.42, 03780.00
197.06, 04132.00
197.84, 04537.00
198.61, 05005.00
199.39, 05580.00
200.05, 06254.00
200.81, 07424.00
201.59, 08760.00
204.50, 00000.00
205.28, 00000.00
206.06, 00000.00
206.84, 00000.00
207.62, 00000.00
208.41, 00000.00
209.17, 00000.00
209.95, 00000.00
210.73, 00000.00
211.52, 00000.00
212.30, 00000.00
213.08, 00000.00
213.86, 00000.00
214.62, 00000.00
215.41, 00000.00
216.19, 00000.00
216.97, 00000.00
217.20, 09085.00
217.75, 00000.00
218.53, 00000.00
220.09, 00000.00
220.86, 00000.00
221.64, 00000.00
222.42, 00000.00
223.20, 00000.00
223.45, 05876.00
223.98, 00000.00
224.23, 05686.00
224.77, 00000.00
225.14, 05467.00
225.92, 05301.00
226.70, 05103.00
227.48, 04869.00
228.27, 04713.00
229.05, 04575.00
229.83, 04439.00
230.62, 04335.00
231.39, 04203.00
232.17, 04063.00
232.95, 03976.00
233.73, 03855.00
234.64, 03760.00
235.42, 03663.00
236.20, 03574.00
236.98, 03524.00
237.77, 03432.00
238.55, 03359.00
239.33, 03311.00
240.12, 03214.00
240.91, 03105.00
241.69, 03108.00
242.47, 03003.00
243.25, 02892.00
244.16, 02869.00
244.94, 02889.00
245.72, 02844.00
246.50, 02792.00
247.28, 02753.00
248.06, 02729.00
248.84, 02667.00
249.62, 02628.00
250.41, 02590.00
251.19, 02551.00
251.97, 02530.00
252.77, 02493.00
253.55, 02461.00
254.34, 02433.00
255.12, 02399.00
255.94, 02365.00
256.70, 02337.00
257.50, 02329.00
258.28, 02347.00
259.20, 02390.00
259.88, 02434.00
260.66, 02484.00
261.45, 02538.00
262.23, 02583.00
263.03, 02631.00
263.81, 02686.00
264.61, 02754.00
265.41, 02816.00
266.06, 02891.00
266.86, 02951.00
267.64, 03024.00
268.44, 03106.00
269.22, 03206.00
270.02, 03261.00
270.80, 03368.00
271.59, 03352.00
272.39, 03622.00
273.17, 03688.00
273.84, 03838.00
276.19, 00000.00
276.97, 00000.00
277.75, 00000.00
278.53, 00000.00
279.31, 00000.00
279.36, 05083.00
280.09, 00000.00
281.64, 00000.00
282.42, 00000.00
283.20, 00000.00
283.98, 00000.00
284.77, 00000.00
285.55, 00000.00
286.33, 00000.00
287.09, 00000.00
287.88, 00000.00
288.61, 09842.00
288.66, 00000.00
289.44, 00000.00
290.17, 14481.00
291.00, 00000.00
292.56, 00000.00
293.33, 00000.00
294.11, 00000.00
294.89, 00000.00
295.67, 00000.00
296.45, 00000.00
297.23, 00000.00
298.02, 00000.00
298.78, 00000.00
299.56, 00000.00
300.34, 00000.00
301.12, 00000.00
301.91, 00000.00
302.69, 00000.00
303.47, 00000.00
304.25, 00000.00
304.27, 07075.00
305.02, 00000.00
305.05, 06958.00
305.86, 06885.00
306.64, 06783.00
307.42, 06748.00
308.22, 06625.00
309.02, 06526.00
309.80, 06600.00
310.59, 06530.00
311.38, 06518.00
312.19, 07028.00
313.09, 05427.00
313.88, 05171.00
314.67, 04937.00
315.47, 04692.00
316.25, 04621.00
317.05, 04437.00
317.83, 04296.00
318.62, 04150.00
319.55, 03760.00
320.33, 03648.00
321.12, 03558.00
321.92, 03458.00
322.70, 03378.00
323.50, 03321.00
324.28, 03243.00
325.08, 03162.00
325.88, 03091.00
326.66, 03036.00
327.45, 03003.00
328.25, 03019.00
329.03, 03058.00
329.81, 03081.00
330.59, 03097.00
331.39, 03162.00
332.17, 03828.00
332.83, 03894.00
333.73, 03908.00
334.41, 03965.00
335.19, 04012.00
335.97, 04066.00
336.77, 04129.00
337.55, 04170.00
338.33, 04193.00
339.11, 04298.00
340.86, 00000.00
340.94, 02306.00
341.84, 02270.00
342.64, 02264.00
343.42, 02232.00
344.20, 02215.00
344.98, 02183.00
345.78, 02153.00
346.56, 02123.00
347.34, 02099.00
348.14, 02073.00
348.92, 02053.00
349.70, 02005.00
350.48, 01987.00
351.41, 01978.00
352.56, 01955.00
353.31, 01934.00
353.95, 01925.00
354.72, 01909.00
355.61, 01904.00
356.36, 01863.00
357.12, 01854.00
357.89, 01840.00
358.66, 01813.00
359.41, 01807.00
0.08, 01803.00
0.86, 01797.00
1.66, 01785.00
2.44, 01765.00
3.23, 01756.00
4.02, 01747.00
4.81, 01751.00
5.59, 01675.00
6.39, 01699.00
7.17, 01758.00
7.97, 01717.00
8.88, 01673.00
9.67, 01683.00
10.33, 01672.00
11.25, 01669.00
11.91, 01666.00
12.70, 01659.00
13.61, 01656.00
14.28, 01652.00
15.06, 01653.00
15.86, 01637.00
16.64, 01638.00
17.44, 01637.00
18.22, 01636.00
19.02, 01628.00
19.81, 01626.00
20.73, 01620.00
21.53, 01619.00
22.33, 01618.00
23.12, 01619.00
23.92, 01600.00
24.72, 01596.00
25.52, 01574.00
26.31, 01611.00
26.98, 01610.00
27.91, 01614.00
28.70, 01617.00
29.50, 01612.00
30.30, 01620.00
31.09, 01620.00
31.78, 01623.00
32.58, 01638.00
33.38, 01637.00
34.17, 01635.00
34.97, 01632.00
35.77, 01636.00
36.56, 01639.00
37.48, 01643.00
38.16, 01652.00
38.95, 01660.00
39.75, 01671.00
40.55, 01672.00
41.34, 01680.00
42.27, 01686.00
42.94, 01677.00
43.73, 01696.00
44.55, 01704.00
45.33, 01705.00
46.11, 01713.00
46.91, 01725.00
47.69, 01735.00
48.47, 01744.00
49.27, 01749.00
50.05, 01763.00
50.83, 01781.00
51.62, 01815.00
52.41, 01828.00
53.19, 01840.00
53.98, 01859.00
54.77, 01865.00
55.55, 01879.00
56.34, 01869.00
57.12, 01898.00
57.78, 01915.00
58.58, 01927.00
59.36, 01954.00
60.14, 01970.00
60.94, 01978.00
61.72, 02001.00
62.50, 02031.00
63.30, 02048.00
64.08, 02071.00
64.86, 02095.00
65.66, 02135.00
66.44, 02146.00
67.22, 02176.00
68.02, 02271.00
68.80, 02245.00
69.47, 02292.00
70.27, 02312.00
71.20, 02344.00
71.88, 02392.00
72.69, 02414.00
73.50, 02460.00
74.30, 02493.00
75.11, 02539.00
75.94, 02587.00
76.72, 02620.00
77.53, 02675.00
78.33, 02711.00
79.14, 02764.00
79.95, 02824.00
80.62, 02860.00
81.44, 02935.00
82.27, 02995.00
83.05, 03049.00
83.86, 03119.00
84.66, 03202.00
85.47, 03265.00
86.28, 03342.00
87.08, 03377.00
87.89, 03447.00
88.70, 03534.00
89.50, 03647.00
90.19, 03755.00
91.11, 03921.00
91.80, 04052.00
92.61, 04198.00
93.41, 04344.00
94.22, 04501.00
95.03, 04651.00
95.81, 04786.00
96.61, 05034.00
97.41, 05282.00
98.20, 05450.00
98.86, 05695.00
99.66, 05994.00
100.45, 06360.00
101.25, 06667.00
102.03, 07142.00
102.83, 07472.00
103.62, 08007.00
105.91, 00000.00
106.70, 00000.00
107.52, 00000.00
108.31, 00000.00
109.11, 00000.00
109.17, 08775.00
109.92, 00000.00
111.52, 00000.00
112.33, 00000.00
113.12, 00000.00
113.92, 00000.00
113.94, 08916.00
114.72, 08916.00
114.73, 00000.00
115.52, 08526.00
117.94, 00000.00
118.73, 00000.00
119.53, 00000.00
120.28, 08834.00
120.34, 00000.00
121.08, 08848.00
121.14, 00000.00
123.55, 00000.00
124.34, 00000.00
125.16, 00000.00
125.86, 07910.00
125.95, 00000.00
126.67, 07383.00
126.75, 00000.00
127.47, 06840.00
129.06, 06080.00
129.97, 00000.00
129.98, 05396.00
131.58, 05088.00
132.36, 00000.00
132.38, 04834.00
133.19, 05421.00
133.98, 04378.00
134.78, 04288.00
135.58, 04089.00
136.38, 03924.00
137.30, 03774.00
137.97, 05098.00
138.89, 03458.00
139.70, 03367.00
140.50, 03276.00
142.09, 03138.00
142.80, 00000.00
142.89, 03076.00
143.69, 02993.00
144.61, 02897.00
145.41, 02837.00
146.22, 02769.00
147.02, 02662.00
147.83, 02597.00
148.64, 02530.00
149.45, 02497.00
150.27, 02443.00
151.06, 02398.00
152.81, 02335.00
153.22, 00000.00
153.50, 02294.00
154.44, 02260.00
155.23, 02222.00
156.05, 02193.00
156.86, 02152.00
157.67, 02119.00
158.48, 02084.00
159.30, 02046.00
160.09, 02031.00
160.91, 02008.00
161.84, 01958.00
162.53, 01946.00
163.47, 01919.00
164.14, 01896.00
164.95, 01875.00
165.77, 01855.00
166.70, 01827.00
167.52, 01799.00
168.31, 01783.00
169.12, 01773.00
169.94, 01757.00
170.75, 01732.00
171.56, 01708.00
172.38, 01696.00
173.16, 01687.00
173.95, 01666.00
174.75, 01651.00
175.66, 01644.00
176.33, 01628.00
177.25, 01608.00
178.05, 01602.00
178.83, 01586.00
179.62, 01605.00
180.42, 01657.00
181.08, 01713.00
181.88, 01768.00
182.67, 01837.00
183.47, 01894.00
184.25, 01972.00
184.92, 02029.00
185.72, 02110.00
186.50, 02201.00
187.17, 02279.00
187.97, 02381.00
188.77, 02490.00
189.55, 02615.00
190.34, 02732.00
191.14, 02885.00
191.80, 03037.00
192.59, 03221.00
193.39, 03421.00
194.19, 03668.00
194.97, 03921.00
195.64, 04289.00
196.44, 04676.00
197.23, 05051.00
198.05, 05539.00
198.73, 06310.00
199.55, 07089.00
200.36, 08258.00
201.98, 12063.00
202.92, 00000.00
204.53, 00000.00
205.33, 00000.00
206.12, 00000.00
206.94, 00000.00
207.73, 00000.00
208.53, 00000.00
209.34, 00000.00
210.14, 00000.00
210.94, 00000.00
211.75, 00000.00
212.55, 00000.00
213.34, 00000.00
214.14, 00000.00
214.95, 00000.00
215.75, 00000.00
215.80, 09062.00
216.55, 00000.00
216.61, 08977.00
218.95, 00000.00
219.77, 00000.00
220.56, 00000.00
221.36, 00000.00
222.17, 00000.00
222.42, 05886.00
222.97, 00000.00
223.23, 05661.00
224.03, 05413.00
