theta,dist
224.84, 05191.00
225.64, 05034.00
226.45, 04775.00
227.25, 04631.00
228.06, 04472.00
228.86, 04353.00
229.67, 04199.00
230.47, 04075.00
231.28, 03936.00
232.20, 03825.00
233.02, 03703.00
233.81, 03622.00
234.62, 03539.00
235.42, 03458.00
236.25, 03356.00
237.03, 03313.00
237.84, 03193.00
238.64, 02994.00
239.45, 03047.00
240.25, 02954.00
241.06, 02899.00
241.98, 02791.00
242.80, 02796.00
243.59, 02772.00
244.41, 02735.00
245.20, 02684.00
246.02, 02642.00
246.81, 02593.00
247.62, 02563.00
248.42, 02516.00
249.23, 02479.00
250.05, 02459.00
250.86, 02412.00
251.67, 02372.00
252.61, 02342.00
253.30, 02318.00
254.23, 02286.00
255.05, 02251.00
255.86, 02231.00
256.67, 02259.00
257.36, 02304.00
258.30, 02344.00
258.98, 02395.00
259.80, 02452.00
260.61, 02521.00
261.42, 02546.00
262.23, 02584.00
263.05, 02634.00
263.86, 02709.00
264.67, 02761.00
265.48, 02837.00
266.30, 02898.00
266.98, 02987.00
267.80, 03052.00
268.61, 03126.00
269.42, 03232.00
270.23, 03565.00
271.05, 03447.00
271.86, 03517.00
272.67, 03662.00
273.48, 03786.00
275.00, 04032.00
275.08, 00000.00
276.69, 00000.00
277.48, 00000.00
278.30, 00000.00
279.09, 00000.00
279.89, 00000.00
280.70, 00000.00
281.50, 00000.00
282.30, 00000.00
283.09, 00000.00
283.91, 00000.00
284.70, 00000.00
285.50, 00000.00
286.31, 00000.00
287.11, 00000.00
287.91, 00000.00
288.72, 00000.00
289.52, 00000.00
290.31, 00000.00
291.12, 00000.00
291.92, 00000.00
292.72, 00000.00
293.53, 00000.00
294.33, 00000.00
295.12, 00000.00
295.94, 00000.00
296.73, 00000.00
297.53, 00000.00
298.33, 00000.00
299.14, 00000.00
299.94, 00000.00
300.73, 00000.00
301.55, 00000.00
302.34, 00000.00
303.14, 00000.00
303.92, 06981.00
303.95, 00000.00
304.73, 06894.00
305.55, 06796.00
306.36, 06671.00
307.17, 06567.00
308.77, 00000.00
308.80, 06474.00
309.61, 06454.00
310.42, 06494.00
311.23, 06418.00
312.05, 06935.00
312.98, 05405.00
313.80, 05133.00
314.61, 04858.00
315.42, 04600.00
316.23, 04557.00
317.05, 04431.00
317.86, 04196.00
318.67, 04088.00
319.48, 03988.00
320.42, 03583.00
321.23, 03509.00
322.05, 03427.00
322.86, 03321.00
323.67, 03245.00
324.48, 03160.00
325.30, 03107.00
326.11, 03041.00
326.95, 02991.00
327.86, 02912.00
328.55, 02935.00
329.36, 02966.00
330.16, 02951.00
330.97, 02985.00
331.78, 03064.00
332.59, 03719.00
333.39, 03760.00
334.20, 03818.00
335.02, 03856.00
335.69, 03942.00
336.50, 03985.00
337.31, 04052.00
338.12, 04099.00
338.92, 04168.00
339.73, 04209.00
340.55, 04255.00
341.34, 04323.00
342.53, 02241.00
343.34, 02213.00
344.16, 02198.00
344.95, 02169.00
345.77, 02135.00
346.58, 02123.00
347.38, 02089.00
348.19, 02071.00
349.00, 02046.00
349.81, 02031.00
350.61, 02013.00
351.42, 01973.00
352.06, 01964.00
352.97, 01945.00
353.64, 01941.00
354.42, 01921.00
355.34, 01902.00
356.12, 01885.00
356.92, 01878.00
357.70, 01858.00
358.50, 01853.00
359.30, 01834.00
0.45, 01790.00
1.27, 01776.00
2.08, 01772.00
2.89, 01748.00
3.69, 01746.00
4.50, 01745.00
5.31, 01721.00
6.25, 01690.00
7.06, 01656.00
7.75, 01627.00
8.69, 01597.00
9.48, 01580.00
10.17, 01736.00
10.98, 01692.00
11.80, 01667.00
12.61, 01658.00
13.42, 01653.00
14.34, 01641.00
15.16, 01646.00
15.84, 01639.00
16.66, 01637.00
17.47, 01637.00
18.41, 01641.00
19.09, 01624.00
19.91, 01627.00
20.72, 01623.00
21.55, 01625.00
22.50, 01619.00
23.31, 01608.00
24.00, 01610.00
24.94, 01607.00
25.77, 01599.00
26.58, 01607.00
27.42, 01615.00
28.09, 01610.00
29.03, 01613.00
29.86, 01618.00
30.67, 01616.00
31.38, 01622.00
32.19, 01626.00
33.00, 01626.00
33.83, 01627.00
34.64, 01635.00
35.47, 01639.00
36.28, 01638.00
37.22, 01643.00
38.05, 01656.00
38.86, 01662.00
39.56, 01667.00
40.38, 01670.00
41.19, 01689.00
42.02, 01707.00
42.83, 01713.00
43.66, 01715.00
44.47, 01713.00
45.30, 01721.00
46.09, 01742.00
46.91, 01753.00
47.70, 01743.00
48.52, 01753.00
49.31, 01771.00
50.12, 01779.00
50.94, 01791.00
51.73, 01798.00
52.55, 01809.00
53.34, 01855.00
54.16, 01876.00
54.84, 01883.00
55.77, 01902.00
56.45, 01923.00
57.25, 01944.00
58.06, 01993.00
58.88, 01960.00
59.67, 01971.00
60.48, 01995.00
61.28, 02007.00
62.09, 02025.00
62.91, 02049.00
63.70, 02079.00
64.52, 02112.00
65.31, 02131.00
66.12, 02159.00
66.94, 02186.00
67.73, 02225.00
68.55, 02246.00
69.22, 02279.00
70.03, 02339.00
70.84, 02370.00
71.66, 02419.00
72.48, 02451.00
73.31, 02481.00
74.14, 02532.00
74.97, 02584.00
75.80, 02606.00
76.64, 02667.00
77.45, 02709.00
78.28, 02759.00
79.11, 02808.00
79.94, 02866.00
80.64, 02941.00
81.47, 02990.00
82.30, 03074.00
83.12, 03113.00
83.95, 03211.00
84.77, 03269.00
85.59, 03356.00
86.42, 03434.00
87.25, 03475.00
88.08, 03579.00
88.91, 03664.00
89.61, 03810.00
90.44, 03932.00
91.27, 04107.00
92.11, 04228.00
92.92, 04435.00
93.75, 04557.00
94.58, 04698.00
95.41, 04912.00
96.23, 05153.00
97.06, 05344.00
97.86, 05589.00
98.55, 05873.00
99.36, 06152.00
100.17, 06526.00
100.98, 06981.00
101.80, 07378.00
104.12, 00000.00
104.95, 00000.00
105.78, 00000.00
106.59, 00000.00
107.42, 00000.00
108.23, 00000.00
108.30, 09085.00
109.06, 00000.00
109.11, 09573.00
111.53, 00000.00
112.36, 00000.00
113.16, 08826.00
113.17, 00000.00
113.97, 08908.00
114.00, 00000.00
114.78, 08939.00
117.28, 00000.00
118.11, 00000.00
118.84, 08946.00
118.92, 00000.00
119.66, 08946.00
119.75, 00000.00
122.22, 00000.00
123.03, 00000.00
123.72, 08984.00
123.86, 00000.00
124.69, 00000.00
126.17, 07113.00
126.33, 00000.00
127.14, 00000.00
127.81, 06123.00
128.75, 05760.00
128.80, 00000.00
130.39, 05138.00
131.20, 04905.00
131.25, 00000.00
132.02, 04935.00
132.84, 04491.00
134.47, 04113.00
135.36, 00000.00
135.42, 03929.00
136.23, 03216.00
137.05, 03658.00
137.88, 03490.00
138.69, 03397.00
139.50, 03311.00
140.33, 03258.00
141.14, 03168.00
141.95, 03080.00
142.78, 02990.00
143.72, 02905.00
145.36, 02713.00
146.05, 00000.00
146.17, 02657.00
146.98, 02593.00
147.81, 02540.00
148.62, 02479.00
150.28, 02424.00
150.98, 00000.00
151.11, 02380.00
151.94, 02329.00
152.89, 02285.00
153.72, 02240.00
154.55, 02206.00
155.39, 02170.00
156.20, 02133.00
157.03, 02112.00
157.86, 02067.00
158.69, 02037.00
159.52, 02010.00
160.34, 01985.00
161.17, 01949.00
162.00, 01927.00
162.97, 01900.00
163.80, 01881.00
164.50, 01859.00
165.45, 01839.00
166.28, 01816.00
167.11, 01795.00
167.94, 01771.00
168.77, 01760.00
169.59, 01736.00
170.42, 01716.00
171.25, 01695.00
172.08, 01680.00
173.03, 01662.00
173.73, 01652.00
174.56, 01635.00
175.39, 01665.00
176.23, 01711.00
177.03, 01760.00
177.84, 01813.00
178.53, 01871.00
179.47, 01922.00
180.16, 01979.00
180.97, 02048.00
181.77, 02109.00
182.58, 02195.00
183.39, 02270.00
184.22, 02341.00
184.89, 02441.00
185.70, 02545.00
186.50, 02642.00
187.31, 02776.00
188.12, 02898.00
188.81, 03038.00
189.62, 03180.00
190.44, 03371.00
191.25, 03559.00
192.05, 03783.00
192.73, 04053.00
193.55, 04369.00
194.36, 04738.00
195.17, 05153.00
195.98, 05504.00
196.66, 06221.00
197.47, 06796.00
199.09, 09046.00
200.30, 00000.00
201.94, 00000.00
202.77, 00000.00
203.58, 00000.00
204.41, 00000.00
205.23, 00000.00
206.05, 00000.00
206.88, 00000.00
207.69, 00000.00
208.52, 00000.00
209.34, 00000.00
210.16, 00000.00
210.98, 00000.00
211.80, 00000.00
212.62, 00000.00
213.45, 00000.00
214.27, 00000.00
214.84, 09172.00
215.09, 00000.00
215.67, 08207.00
215.91, 00000.00
218.38, 00000.00
219.20, 00000.00
220.02, 00000.00
220.80, 05720.00
220.84, 00000.00
221.62, 05481.00
221.67, 00000.00
222.47, 05272.00
223.30, 05073.00
224.12, 04796.00
224.95, 04589.00
225.80, 04453.00
226.62, 04300.00
227.45, 04123.00
228.30, 03974.00
229.23, 03849.00
230.06, 03738.00
230.89, 03634.00
231.72, 03546.00
232.55, 03435.00
233.36, 03350.00
234.19, 03249.00
235.02, 03160.00
235.84, 03047.00
236.67, 02995.00
237.61, 02898.00
238.44, 02829.00
239.27, 02711.00
240.09, 02746.00
240.92, 02737.00
241.75, 02666.00
242.58, 02610.00
243.39, 02578.00
244.22, 02531.00
245.05, 02479.00
245.88, 02450.00
246.69, 02400.00
247.52, 02347.00
248.34, 02308.00
249.30, 02284.00
250.00, 02261.00
250.94, 02226.00
251.77, 02201.00
252.59, 02165.00
253.42, 02153.00
254.25, 02201.00
255.08, 02231.00
255.78, 02277.00
256.64, 02309.00
257.45, 02348.00
258.30, 02398.00
259.12, 02442.00
259.97, 02504.00
260.80, 02548.00
261.64, 02598.00
262.47, 02668.00
263.31, 02724.00
264.14, 02799.00
264.86, 02857.00
265.69, 02922.00
266.53, 03006.00
267.36, 03102.00
268.20, 03206.00
269.03, 03252.00
269.88, 03395.00
270.70, 03479.00
271.55, 03578.00
273.45, 00000.00
274.27, 00000.00
275.09, 00000.00
275.91, 00000.00
276.73, 00000.00
277.56, 00000.00
278.38, 00000.00
279.20, 00000.00
280.02, 00000.00
280.84, 00000.00
281.67, 00000.00
282.48, 00000.00
283.31, 00000.00
284.12, 00000.00
284.95, 00000.00
285.78, 00000.00
286.59, 00000.00
287.42, 00000.00
288.23, 00000.00
289.06, 00000.00
289.89, 00000.00
290.70, 00000.00
291.53, 00000.00
292.36, 00000.00
293.17, 00000.00
294.00, 00000.00
294.81, 00000.00
295.64, 00000.00
296.47, 00000.00
297.28, 00000.00
298.11, 00000.00
298.92, 00000.00
299.75, 00000.00
300.58, 00000.00
301.39, 00000.00
302.22, 00000.00
303.03, 00000.00
303.59, 06831.00
303.86, 00000.00
304.41, 06739.00
305.23, 06646.00
306.06, 06506.00
307.97, 00000.00
308.55, 06303.00
308.80, 00000.00
309.39, 06247.00
310.22, 06288.00
311.06, 06454.00
311.89, 06587.00
312.86, 05206.00
313.69, 05020.00
314.53, 04730.00
315.36, 04522.00
316.20, 04402.00
317.03, 04309.00
317.88, 04238.00
318.70, 03935.00
319.67, 03696.00
320.50, 03475.00
321.34, 03396.00
322.17, 03342.00
323.02, 03217.00
323.84, 03130.00
325.23, 00000.00
325.52, 03020.00
326.36, 02949.00
327.31, 02898.00
328.16, 02842.00
328.98, 02839.00
329.70, 02851.00
330.53, 02857.00
331.38, 02895.00
332.20, 02946.00
333.05, 03666.00
333.88, 03701.00
334.72, 03780.00
335.55, 03806.00
336.25, 03832.00
337.08, 03896.00
337.91, 03960.00
338.73, 04030.00
339.56, 04132.00
340.39, 04178.00
341.22, 04203.00
342.05, 04270.00
342.88, 04323.00
344.08, 02159.00
344.91, 02146.00
345.73, 02121.00
346.56, 02097.00
347.39, 02070.00
348.22, 02050.00
349.05, 02038.00
349.88, 02013.00
350.70, 01991.00
351.53, 01968.00
352.36, 01936.00
353.05, 01923.00
353.84, 01923.00
354.66, 01892.00
355.59, 01877.00
356.41, 01875.00
357.22, 01856.00
358.03, 01857.00
358.83, 01798.00
359.64, 01799.00
0.77, 01790.00
1.61, 01755.00
2.44, 01752.00
3.27, 01743.00
4.09, 01741.00
4.94, 01733.00
5.89, 01714.00
6.72, 01706.00
7.42, 01702.00
8.39, 01673.00
9.09, 01651.00
9.92, 01631.00
10.88, 01615.00
11.72, 01583.00
12.55, 01565.00
13.25, 01713.00
14.20, 01669.00
14.92, 01658.00
15.75, 01638.00
16.58, 01633.00
17.41, 01631.00
18.25, 01624.00
19.08, 01624.00
19.91, 01624.00
20.73, 01622.00
21.58, 01623.00
22.41, 01624.00
23.36, 01621.00
24.19, 01617.00
25.03, 01618.00
25.86, 01611.00
26.69, 01619.00
27.52, 01614.00
28.23, 01622.00
29.06, 01635.00
29.91, 01639.00
30.75, 01631.00
31.59, 01638.00
32.44, 01629.00
33.28, 01637.00
34.25, 01641.00
35.09, 01642.00
35.94, 01646.00
36.66, 01653.00
37.61, 01656.00
38.33, 01667.00
39.17, 01672.00
40.02, 01684.00
40.98, 01682.00
41.83, 01690.00
42.55, 01696.00
43.39, 01708.00
44.23, 01718.00
45.08, 01727.00
46.31, 00000.00
46.75, 01746.00
47.59, 01761.00
48.44, 01779.00
49.28, 01792.00
50.12, 01798.00
50.97, 01804.00
51.81, 01810.00
52.66, 01835.00
53.50, 01852.00
54.34, 01858.00
55.19, 01870.00
56.00, 01917.00
56.70, 01937.00
57.53, 01952.00
58.36, 01981.00
59.19, 01998.00
60.02, 02018.00
61.48, 00000.00
61.66, 02046.00
62.48, 02057.00
63.31, 02082.00
64.14, 02121.00
64.97, 02132.00
65.78, 02167.00
66.61, 02192.00
67.44, 02229.00
68.27, 02253.00
68.97, 02291.00
69.80, 02315.00
70.75, 02341.00
71.44, 02426.00
72.27, 02464.00
73.09, 02492.00
73.92, 02544.00
74.75, 02590.00
75.58, 02632.00
76.39, 02682.00
77.22, 02743.00
78.05, 02778.00
78.88, 02845.00
79.70, 02905.00
80.41, 02985.00
81.23, 03042.00
82.08, 03105.00
82.92, 03170.00
83.77, 03240.00
84.61, 03342.00
85.45, 03422.00
86.31, 03499.00
87.16, 03574.00
88.00, 03644.00
88.72, 03789.00
89.69, 03897.00
91.27, 04269.00
91.84, 00000.00
92.11, 04431.00
92.95, 04579.00
93.80, 04747.00
94.66, 04928.00
95.50, 05150.00
96.34, 05358.00
97.19, 05634.00
98.03, 05857.00
98.75, 06276.00
99.61, 06625.00
101.30, 07424.00
101.95, 00000.00
102.14, 07946.00
104.48, 00000.00
105.33, 00000.00
106.17, 00000.00
107.02, 00000.00
107.22, 08753.00
107.86, 00000.00
108.08, 09077.00
110.39, 00000.00
111.23, 00000.00
112.08, 00000.00
112.91, 00000.00
113.09, 09180.00
113.75, 00000.00
113.94, 09077.00
116.28, 00000.00
117.12, 00000.00
117.97, 00000.00
118.81, 00000.00
118.97, 09085.00
119.66, 00000.00
121.34, 00000.00
122.19, 00000.00
123.03, 00000.00
123.16, 09077.00
123.88, 00000.00
124.84, 07702.00
125.56, 00000.00
125.67, 07137.00
127.36, 06173.00
128.09, 00000.00
128.19, 06654.00
130.00, 05130.00
130.62, 00000.00
130.83, 04979.00
131.67, 04537.00
133.34, 04279.00
133.98, 00000.00
134.19, 04066.00
135.16, 03342.00
136.00, 03685.00
136.84, 03589.00
137.69, 03457.00
139.38, 03299.00
139.89, 00000.00
140.22, 03213.00
141.06, 03102.00
141.92, 03045.00
142.77, 02973.00
143.73, 02805.00
144.58, 02732.00
145.42, 02689.00
146.27, 02623.00
147.11, 02571.00
148.81, 02498.00
149.17, 00000.00
149.66, 02443.00
150.50, 02395.00
151.34, 02340.00
152.31, 02289.00
153.03, 02250.00
154.00, 02219.00
154.84, 02177.00
155.70, 02144.00
156.55, 02102.00
157.39, 02065.00
158.23, 02039.00
159.08, 02014.00
159.92, 01983.00
160.77, 01954.00
161.73, 01924.00
162.59, 01902.00
163.42, 01878.00
164.25, 01859.00
165.09, 01834.00
165.94, 01817.00
166.77, 01791.00
167.59, 01773.00
168.44, 01742.00
169.27, 01721.00
170.09, 01698.00
170.94, 01686.00
171.77, 01714.00
172.61, 01762.00
173.44, 01814.00
174.28, 01863.00
175.11, 01907.00
175.83, 01964.00
176.66, 02018.00
177.48, 02078.00
178.33, 02145.00
179.16, 02212.00
179.88, 02269.00
180.70, 02352.00
181.55, 02438.00
182.38, 02524.00
183.20, 02611.00
184.05, 02715.00
184.88, 02834.00
185.59, 02950.00
186.42, 03071.00
187.27, 03233.00
188.09, 03385.00
188.94, 03552.00
189.66, 03775.00
190.50, 04000.00
191.34, 04265.00
192.20, 04585.00
193.05, 04838.00
193.89, 05325.00
194.73, 05760.00
195.47, 06273.00
196.31, 06939.00
198.00, 08819.00
198.91, 00000.00
199.70, 11701.00
200.59, 00000.00
202.28, 00000.00
203.12, 00000.00
203.97, 00000.00
204.81, 00000.00
205.66, 00000.00
206.50, 00000.00
207.34, 00000.00
208.19, 00000.00
209.03, 00000.00
209.88, 00000.00
210.72, 00000.00
211.56, 00000.00
212.39, 00000.00
212.42, 05983.00
213.23, 00000.00
213.27, 08863.00
214.95, 07958.00
215.77, 00000.00
217.45, 00000.00
218.30, 00000.00
219.14, 00000.00
219.31, 05707.00
219.98, 00000.00
220.16, 05419.00
221.00, 05178.00
221.84, 04942.00
222.69, 04686.00
223.53, 04495.00
224.38, 04330.00
225.22, 04140.00
226.06, 04006.00
227.03, 03842.00
227.88, 03708.00
228.72, 03617.00
229.56, 03484.00
230.41, 03394.00
231.25, 03278.00
232.09, 03202.00
232.94, 03108.00
233.91, 02923.00
234.62, 02946.00
235.47, 02820.00
236.44, 02689.00
237.28, 02666.00
238.12, 02691.00
238.97, 02628.00
239.81, 02582.00
240.66, 02531.00
241.50, 02474.00
242.34, 02422.00
243.20, 02369.00
244.17, 02333.00
244.89, 02293.00
245.73, 02250.00
246.70, 02219.00
247.55, 02186.00
248.39, 02150.00
249.23, 02115.00
250.08, 02078.00
250.92, 02076.00
251.77, 02111.00
252.62, 02160.00
253.47, 02181.00
254.31, 02229.00
255.03, 02268.00
255.88, 02312.00
256.84, 02341.00
257.56, 02392.00
258.41, 02448.00
259.25, 02503.00
260.09, 02551.00
260.94, 02600.00
261.80, 02664.00
262.64, 02722.00
263.48, 02793.00
264.20, 02858.00
265.05, 02936.00
265.89, 03021.00
266.73, 03107.00
267.58, 03178.00
268.42, 03292.00
269.27, 03389.00
270.12, 03487.00
271.84, 03739.00
272.27, 00000.00
273.94, 00000.00
274.78, 00000.00
275.16, 04420.00
275.62, 00000.00
277.31, 00000.00
278.16, 00000.00
279.00, 00000.00
279.84, 00000.00
280.69, 00000.00
281.53, 00000.00
282.38, 00000.00
283.22, 00000.00
284.06, 00000.00
284.91, 00000.00
285.75, 00000.00
286.59, 00000.00
287.44, 00000.00
288.28, 00000.00
289.12, 00000.00
289.97, 00000.00
290.81, 00000.00
291.66, 00000.00
292.48, 00000.00
293.33, 00000.00
294.17, 00000.00
295.02, 00000.00
295.86, 00000.00
296.70, 00000.00
297.55, 00000.00
298.39, 00000.00
299.23, 00000.00
300.08, 00000.00
300.92, 00000.00
301.77, 00000.00
302.61, 00000.00
303.31, 06722.00
303.45, 00000.00
304.17, 06629.00
305.02, 06534.00
305.86, 06399.00
307.67, 00000.00
308.39, 06170.00
308.52, 00000.00
309.23, 06228.00
310.08, 06159.00
310.94, 06303.00
311.78, 06791.00
312.75, 05123.00
313.59, 04823.00
314.44, 04672.00
315.28, 04453.00
316.12, 04307.00
316.97, 04127.00
317.83, 03988.00
318.67, 03866.00
319.64, 03737.00
320.48, 03439.00
321.33, 03339.00
322.17, 03256.00
323.02, 03173.00
323.86, 03089.00
324.72, 03032.00
325.69, 02968.00
326.41, 02902.00
327.38, 02841.00
328.23, 02783.00
329.08, 02726.00
329.92, 02774.00
330.77, 02758.00
331.62, 02788.00
332.47, 02806.00
333.31, 02869.00
334.03, 03623.00
334.89, 03648.00
335.73, 03680.00
336.58, 03731.00
337.42, 03806.00
338.28, 03859.00
339.00, 03901.00
339.84, 03997.00
340.69, 04069.00
341.55, 04115.00
342.39, 04183.00
343.23, 04248.00
344.08, 04309.00
344.94, 04420.00
346.16, 02094.00
347.00, 02058.00
347.84, 02044.00
348.70, 02018.00
349.55, 01994.00
350.39, 01980.00
351.23, 01967.00
352.36, 01949.00
353.19, 01940.00
354.14, 01887.00
354.97, 01876.00
355.80, 01869.00
356.62, 01867.00
357.45, 01843.00
358.28, 01824.00
359.11, 01828.00
359.94, 01794.00
0.70, 01785.00
1.55, 01784.00
2.39, 01777.00
3.25, 01760.00
4.09, 01711.00
4.94, 01706.00
5.80, 01704.00
6.64, 01695.00
7.61, 01690.00
8.33, 01691.00
9.19, 01677.00
10.16, 01669.00
10.88, 01671.00
11.86, 01648.00
12.58, 01627.00
13.55, 01599.00
14.41, 01581.00
15.25, 01562.00
16.09, 01544.00
16.95, 01645.00
17.80, 01647.00
18.52, 01633.00
19.38, 01630.00
20.22, 01623.00
21.20, 01619.00
22.06, 01618.00
22.92, 01618.00
23.78, 01618.00
24.64, 01600.00
25.50, 01615.00
26.36, 01621.00
27.22, 01616.00
27.95, 01627.00
28.80, 01630.00
29.66, 01630.00
30.52, 01637.00
31.38, 01640.00
32.23, 01638.00
33.09, 01635.00
34.08, 01645.00
34.94, 01644.00
35.67, 01653.00
36.53, 01653.00
37.39, 01665.00
38.23, 01667.00
39.09, 01671.00
40.08, 01673.00
40.94, 01683.00
41.80, 01697.00
42.53, 01704.00
43.39, 01707.00
44.25, 01726.00
45.11, 01736.00
45.97, 01742.00
46.83, 01759.00
47.67, 01768.00
48.52, 01787.00
49.36, 01802.00
50.20, 01803.00
51.05, 01820.00
51.89, 01827.00
52.61, 01855.00
53.45, 01862.00
54.42, 01869.00
55.27, 01893.00
55.98, 01904.00
56.95, 01922.00
57.67, 01950.00
58.52, 01992.00
59.36, 02025.00
60.20, 02041.00
61.05, 02065.00
61.89, 02112.00
62.73, 02080.00
63.58, 02119.00
64.42, 02145.00
65.27, 02174.00
66.11, 02194.00
66.95, 02236.00
67.67, 02268.00
68.52, 02302.00
69.36, 02330.00
70.20, 02383.00
71.05, 02407.00
71.77, 03134.00
72.73, 02524.00
73.59, 02564.00
74.45, 02601.00
75.31, 02662.00
76.19, 02692.00
77.05, 02764.00
77.80, 02820.00
78.78, 02869.00
79.53, 02945.00
80.39, 03013.00
81.27, 03091.00
82.12, 03147.00
83.00, 03225.00
83.86, 03305.00
84.73, 03379.00
85.59, 03500.00
86.48, 03597.00
88.19, 03742.00
88.31, 00000.00
89.06, 03859.00
89.80, 03982.00
90.67, 04446.00
91.53, 04383.00
92.41, 04543.00
93.27, 04690.00
94.14, 04878.00
95.00, 05118.00
95.88, 05341.00
96.73, 05619.00
97.48, 05896.00
98.34, 06258.00
99.22, 06571.00
100.95, 07446.00
101.20, 00000.00
101.80, 07988.00
103.78, 00000.00
104.64, 00000.00
105.50, 00000.00
106.36, 00000.00
106.89, 09245.00
107.22, 00000.00
107.73, 09172.00
109.80, 00000.00
110.66, 00000.00
111.52, 00000.00
111.98, 09310.00
112.38, 00000.00
112.83, 09221.00
113.67, 09213.00
115.81, 00000.00
116.67, 00000.00
117.53, 00000.00
117.92, 09205.00
118.39, 00000.00
118.77, 09213.00
120.97, 00000.00
121.83, 00000.00
122.69, 00000.00
123.55, 00000.00
123.86, 07946.00
124.41, 00000.00
124.70, 07270.00
126.41, 06280.00
126.98, 00000.00
127.38, 05304.00
129.09, 05240.00
129.56, 00000.00
129.95, 04027.00
130.81, 04608.00
132.55, 04309.00
133.00, 00000.00
133.41, 04115.00
134.27, 03886.00
135.25, 03752.00
136.11, 03592.00
137.84, 03436.00
138.14, 00000.00
138.70, 03308.00
139.56, 03213.00
140.44, 03109.00
141.42, 02399.00
142.16, 02899.00
143.14, 02812.00
144.00, 02728.00
144.88, 02688.00
146.59, 02584.00
146.73, 00000.00
147.45, 02542.00
148.33, 02475.00
149.19, 02429.00
150.05, 02381.00
151.03, 02336.00
151.77, 02293.00
152.77, 02248.00
153.62, 02220.00
154.48, 02177.00
155.34, 02135.00
156.22, 02086.00
157.06, 02067.00
157.92, 02037.00
158.77, 02008.00
159.62, 01970.00
160.48, 01942.00
161.45, 01911.00
162.19, 01894.00
163.17, 01869.00
163.89, 01853.00
164.88, 01820.00
165.72, 01801.00
166.58, 01771.00
167.44, 01748.00
168.28, 01782.00
169.14, 01827.00
169.88, 01872.00
170.86, 01909.00
171.58, 01964.00
172.42, 02016.00
173.28, 02069.00
174.14, 02121.00
174.98, 02175.00
175.84, 02247.00
176.58, 02306.00
177.55, 02356.00
178.28, 02437.00
179.12, 02522.00
180.00, 02608.00
180.84, 02706.00
181.56, 02783.00
182.42, 02901.00
183.28, 03014.00
184.14, 03142.00
185.00, 03257.00
185.86, 03407.00
186.72, 03577.00
187.59, 03778.00
188.33, 03982.00
189.19, 04230.00
190.05, 04497.00
190.91, 04796.00
191.78, 05103.00
192.66, 05458.00
193.38, 06007.00
194.23, 06383.00
195.11, 07270.00
195.97, 07976.00
196.83, 08939.00
198.55, 12049.00
199.16, 00000.00
200.88, 00000.00
201.73, 00000.00
202.59, 00000.00
203.45, 00000.00
204.31, 00000.00
205.17, 00000.00
206.03, 00000.00
206.89, 00000.00
207.75, 00000.00
208.59, 00000.00
209.45, 00000.00
210.31, 00000.00
211.17, 00000.00
212.03, 00000.00
212.36, 09038.00
212.89, 00000.00
214.61, 00000.00
215.47, 00000.00
216.33, 00000.00
217.19, 00000.00
217.66, 05720.00
218.05, 00000.00
218.52, 05374.00
219.38, 05145.00
220.25, 04827.00
221.11, 04613.00
221.97, 04429.00
222.83, 04216.00
223.69, 04053.00
224.69, 03859.00
225.55, 03723.00
226.41, 03592.00
227.27, 03468.00
228.12, 03377.00
228.98, 03234.00
229.86, 03133.00
230.72, 03049.00
231.58, 02882.00
232.56, 02869.00
233.44, 02737.00
234.30, 02571.00
235.16, 02619.00
236.02, 02601.00
236.88, 02545.00
237.73, 02474.00
238.61, 02429.00
239.47, 02388.00
240.33, 02331.00
241.31, 02272.00
242.05, 02241.00
243.03, 02194.00
243.89, 02165.00
244.77, 02117.00
245.62, 02075.00
246.48, 02034.00
247.34, 02009.00
248.20, 02003.00
249.06, 02024.00
249.94, 02055.00
250.80, 02084.00
251.66, 02135.00
252.52, 02167.00
253.38, 02201.00
254.23, 02221.00
255.09, 02275.00
255.84, 02328.00
256.70, 02353.00
257.56, 02413.00
258.42, 02470.00
259.28, 02539.00
260.16, 02579.00
261.02, 02633.00
261.88, 02687.00
262.73, 02756.00
263.59, 02839.00
264.33, 02910.00
265.19, 02993.00
266.06, 03039.00
266.94, 03151.00
267.81, 03285.00
268.69, 03410.00
269.56, 03486.00
271.31, 03743.00
271.33, 00000.00
272.94, 04049.00
273.05, 00000.00
274.77, 00000.00
275.62, 00000.00
276.48, 00000.00
277.34, 00000.00
278.20, 00000.00
279.06, 00000.00
279.92, 00000.00
280.77, 00000.00
281.62, 00000.00
282.48, 00000.00
283.34, 00000.00
284.20, 00000.00
285.06, 00000.00
285.92, 00000.00
286.78, 00000.00
287.64, 00000.00
288.50, 00000.00
289.36, 00000.00
290.22, 00000.00
291.08, 00000.00
291.94, 00000.00
292.80, 00000.00
293.66, 00000.00
294.52, 00000.00
295.38, 00000.00
296.23, 00000.00
297.09, 00000.00
297.95, 00000.00
298.81, 00000.00
299.67, 00000.00
300.53, 00000.00
301.39, 00000.00
302.25, 00000.00
302.38, 06667.00
303.23, 06604.00
304.09, 06410.00
304.94, 06387.00
305.80, 06273.00
306.66, 06221.00
307.52, 06077.00
308.38, 06021.00
309.23, 06206.00
310.09, 06109.00
310.94, 06633.00
311.92, 05232.00
312.78, 04963.00
313.64, 04682.00
314.50, 04520.00
